hub_id,hub_name,hub_region,province_code,hub_sector,area,created_month
277,BD - Ben Cat - SOU - SUB 2,South,BD,DNB,Non-Metro,2018-01
279,HAT - Ha Tinh - NOR,North,HAT,BTB,Non-Metro,2018-01
297,QUT - Quang Tri - NOR,North,QUT,BTB,Non-Metro,2018-01
305,CAM - Ca Mau - SOU,South,CAM,MT,Non-Metro,2018-01
275,DN - Long Thanh - SOU - SUB 2,South,DN,DNB,Non-Metro,2018-01
281,NGA - Nghe An - NOR,North,NGA,BTB,Non-Metro,2018-01
289,CT - O Mon - SOU - SUB 2,South,CT,MT,Non-Metro,2018-01
283,QUN - Cam Pha - NOR,North,QUN,DBSH,Non-Metro,2018-01
285,QUN - Uong Bi - NOR,North,QUN,DBSH,Non-Metro,2018-01
291,HGI - Hau Giang - SOU,South,HGI,MT,Non-Metro,2018-01
287,DN - Long Khanh - SOU - SUB 2,South,DN,DNB,Non-Metro,2018-01
301,TTH - Thua Thien Hue - NOR,North,TTH,BTB,Non-Metro,2018-01
303,BAL - Bac Lieu - SOU,South,BAL,MT,Non-Metro,2018-01
295,HN - Nam Tu Liem - NOR - DP,HN,HN,HN,Metro,2018-01
299,QUB - Quang Binh - NOR,North,QUB,BTB,Non-Metro,2018-01
1237,TG - Cho Gao - SOU - SUB 2,South,TG,MT,Non-Metro,2020-11
1230,HN - Dong Da 2 - NOR - DP,HN,HN,HN,Metro,2020-11
1228,CAM - U Minh - SOU - SUB 2,South,CAM,MT,Non-Metro,2020-11
1233,HCM - Go Vap B - SOU - DP,HCM,HCM,HCM,Metro,2020-11
1232,HN - Hai Ba Trung 2 - NOR - DP,HN,HN,HN,Metro,2020-11
1234,Share Liability Bag:HCM WH +Truck - DP,HCM,Sha,Others,Metro,2020-11
1235,HCM - District 3 - SOU - DP,HCM,HCM,HCM,Metro,2020-11
1231,HN - Thanh Xuan 2 - NOR - DP,HN,HN,HN,Metro,2020-11
1103,SOL - Van Ho - NOR - SUB 2,North,SOL,NMM,Non-Metro,2019-11
1111,North Holding Covid,North,Nor,Others,Non-Metro,2019-11
1112,OVERCAP - CE,HCM,OVE,Others,Metro,2019-11
1105,YEB - Tran Yen - NOR - SUB 2,North,YEB,NMM,Non-Metro,2019-11
1106,NGA - Yen Thanh - NOR - SUB 2,North,NGA,BTB,Non-Metro,2019-11
1107,NGA - Quy Hop - NOR - SUB 2,North,NGA,BTB,Non-Metro,2019-11
1104,YEB - Tram Tau - NOR - SUB 2,North,YEB,NMM,Non-Metro,2019-11
100,NAD - Nam Dinh - NOR,North,NAD,DBSH,Non-Metro,2017-08
108,THN - Thai Nguyen - NOR,North,THN,NMM,Non-Metro,2017-08
104,BAG - Bac Giang - NOR,North,BAG,NMM,Non-Metro,2017-08
1192,QUN - Co To Van Don - NOR - SUB 2,North,QUN,DBSH,Non-Metro,2020-06
1193,DN - Cam My - SOU - SUB 2,South,DN,DNB,Non-Metro,2020-06
1187,NGA - Cua Lo - NOR - SUB 2,North,NGA,BTB,Non-Metro,2020-06
1240,HCM - Binh Thanh 2 - SOU - DP,HCM,HCM,HCM,Metro,2020-12
1238,DNG - NHS - SOU - DP,South,DNG,MTTN,Non-Metro,2020-12
1239,HCM - Tan Binh 2 - SOU - DP,HCM,HCM,HCM,Metro,2020-12
1241,TAN - Duong Minh Chau - SOU - SUB 2,South,TAN,DNB,Non-Metro,2020-12
1260,LAD - Da Lat 2 - SOU - DP,South,LAD,MTTN,Non-Metro,2021-03
1258,HCM - PUDO - Go Vap - SOU,HCM,HCM,HCM,Metro,2021-03
1268,Freight Inhouse - Tay Nguyen,South,Fre,Others,Non-Metro,2021-03
1272,KIG - Tan Hiep - SOU - SUB 2,South,KIG,MT,Non-Metro,2021-03
1271,KIG - An Bien - SOU - SUB 2,South,KIG,MT,Non-Metro,2021-03
1266,VIL - Mang Thit - SOU - SUB 2,South,VIL,MT,Non-Metro,2021-03
1259,LAD - Bao Lam - SOU - SUB 2,South,LAD,MTTN,Non-Metro,2021-03
1267,VIL - Tam Binh - SOU - SUB 2,South,VIL,MT,Non-Metro,2021-03
1261,BID - An Nhon - SOU - SUB 2,South,BID,MTTN,Non-Metro,2021-03
1269,ANG - Tan Chau - SOU - SUB 2,South,ANG,MT,Non-Metro,2021-03
1262,BD - Bac Tan Uyen - SOU - SUB 2,South,BD,DNB,Non-Metro,2021-03
1270,ANG - An Phu - SOU - SUB 2,South,ANG,MT,Non-Metro,2021-03
1274,CT - Cai Rang - SOU - SUB 2,South,CT,MT,Non-Metro,2021-03
1273,DOT - Hong Ngu - SOU - SUB 2,South,DOT,MT,Non-Metro,2021-03
1088,HD - Cam Giang - NOR - SUB 2,North,HD,DBSH,Non-Metro,2019-10
1089,THH - Lang Chanh - NOR - SUB 2,North,THH,BTB,Non-Metro,2019-10
1087,THH - Muong Lat - NOR - SUB 2,North,THH,BTB,Non-Metro,2019-10
1092,THN - Phu Binh - NOR - SUB 2,North,THN,NMM,Non-Metro,2019-10
1084,THH - Ngoc Lac - NOR - SUB 2,North,THH,BTB,Non-Metro,2019-10
1081,NGA - Thai Hoa - NOR - SUB 2,North,NGA,BTB,Non-Metro,2019-10
1083,HAT - Huong Son - NOR - SUB 2,North,HAT,BTB,Non-Metro,2019-10
1085,QUB - Minh Hoa - NOR - SUB 2,North,QUB,BTB,Non-Metro,2019-10
1086,NGA - Thanh Chuong - NOR - SUB 2,North,NGA,BTB,Non-Metro,2019-10
1082,CAB - Nguyen Binh - NOR - SUB 2,North,CAB,NMM,Non-Metro,2019-10
1090,Night Ops liable,HCM,Nig,Others,Metro,2019-10
827,HN - Son Tay - NOR - SUB 2 - DP,HN,HN,HN,Metro,2018-11
831,HN - Thuong Tin - NOR - SUB 2 - DP,HN,HN,HN,Metro,2018-11
823,HCM - Tan Binh 1 - SOU - DP,HCM,HCM,HCM,Metro,2018-11
835,HN - My Duc - NOR - SUB 2 - DP,HN,HN,HN,Metro,2018-11
839,HN - Chuong My - NOR - SUB 2 - DP,HN,HN,HN,Metro,2018-11
313,DOT - Tam Nong - SOU - SUB 2,South,DOT,MT,Non-Metro,2018-02
311,LAD - Lam Dong - SOU,South,LAD,MTTN,Non-Metro,2018-02
317,DAN - Dak Nong - SOU,South,DAN,MTTN,Non-Metro,2018-02
315,LA - Kien Tuong - SOU - SUB 2,South,LA,DNB,Non-Metro,2018-02
307,VT - Long Dien - SOU - SUB 2,South,VT,DNB,Non-Metro,2018-02
309,DAK - Dak Lak - SOU,South,DAK,MTTN,Non-Metro,2018-02
1163,QUA - Nam Giang 2 - SOU - SUB 2,South,QUA,MTTN,Non-Metro,2020-04
1162,QUA - Nam Tra My - SOU - SUB 2,South,QUA,MTTN,Non-Metro,2020-04
1165,NGA - Ky Son - NOR - SUB 2,North,NGA,BTB,Non-Metro,2020-04
1166,HCM Hub Liable,HCM,HCM,HCM,Metro,2020-04
1160,VT - Con Dao - SOU - SUB 2,South,VT,DNB,Non-Metro,2020-04
920,QUA - Tien Phuoc - SOU - SUB 2,South,QUA,MTTN,Non-Metro,2019-03
924,QNG - Tra Bong - SOU - SUB 2,South,QNG,MTTN,Non-Metro,2019-03
928,DAN - Krong No - SOU - SUB 2,South,DAN,MTTN,Non-Metro,2019-03
916,DAK - Ea Sup - SOU - SUB 2,South,DAK,MTTN,Non-Metro,2019-03
944,HCM - Can Gio 1 - SOU - DP,HCM,HCM,HCM,Metro,2019-03
932,LAD - Di Linh - SOU - SUB 2,South,LAD,MTTN,Non-Metro,2019-03
912,GIL - Ayun Pa - SOU - SUB 2,South,GIL,MTTN,Non-Metro,2019-03
936,HN - TSS - NOR - DP,HN,HN,HN,Metro,2019-03
952,GIL - Dak Doa - SOU - SUB 2,South,GIL,MTTN,Non-Metro,2019-03
940,SOT - Thanh Tri - SOU - SUB 2,South,SOT,MT,Non-Metro,2019-03
948,GIL - Ia Grai - SOU - SUB 2,South,GIL,MTTN,Non-Metro,2019-03
20,DN - Dong Nai - SOU,South,DN,DNB,Non-Metro,2016-10
22,VT - Vung Tau - SOU,South,VT,DNB,Non-Metro,2016-10
26,HD - Hai Duong - NOR,North,HD,DBSH,Non-Metro,2016-10
28,HP - Hai Phong - NOR,North,HP,DBSH,Non-Metro,2016-10
891,DAK - Ea Hleo - SOU - SUB 2,South,DAK,MTTN,Non-Metro,2019-01
887,DNG - Hoa Vang - SOU - SUB 2,South,DNG,MTTN,Non-Metro,2019-01
875,KIG - Kien Luong - SOU - SUB 2,South,KIG,MT,Non-Metro,2019-01
1128,LAC - Sin Ho Thap - NOR - SUB 2,North,LAC,NMM,Non-Metro,2020-01
421,HOB - Lac Thuy - NOR - SUB 2,North,HOB,NMM,Non-Metro,2018-04
425,LCA - Bao Thang - NOR - SUB 2,North,LCA,NMM,Non-Metro,2018-04
431,QUA - Bac Tra My - SOU - SUB 2,South,QUA,MTTN,Non-Metro,2018-04
435,HOB - Tan Lac - NOR - SUB 2,North,HOB,NMM,Non-Metro,2018-04
443,HD - Kim Thanh - NOR - SUB 2,North,HD,DBSH,Non-Metro,2018-04
447,TG - Go Cong - SOU - SUB 2,South,TG,MT,Non-Metro,2018-04
429,DAN - Dak Mil - SOU - SUB 2,South,DAN,MTTN,Non-Metro,2018-04
445,THH - Tho Xuan - NOR - SUB 2,North,THH,BTB,Non-Metro,2018-04
423,SOL - Moc Chau - NOR - SUB 2,North,SOL,NMM,Non-Metro,2018-04
427,QUA - Que Son - SOU - SUB 2,South,QUA,MTTN,Non-Metro,2018-04
449,THH - Bim Son - NOR - SUB 2,North,THH,BTB,Non-Metro,2018-04
433,GIL - An Khe - SOU - SUB 2,South,GIL,MTTN,Non-Metro,2018-04
451,THH - Tinh Gia - NOR - SUB 2,North,THH,BTB,Non-Metro,2018-04
437,DAK - Ea Kar - SOU - SUB 2,South,DAK,MTTN,Non-Metro,2018-04
441,LAD - Duc Trong - SOU - SUB 2,South,LAD,MTTN,Non-Metro,2018-04
439,DAK - Buon Don - SOU - SUB 2,South,DAK,MTTN,Non-Metro,2018-04
417,TAN - Tan Bien - SOU - SUB 2,South,TAN,DNB,Non-Metro,2018-04
419,TAN - Go Dau - SOU - SUB 2,South,TAN,DNB,Non-Metro,2018-04
51,TG - Tien Giang - SOU,South,TG,MT,Non-Metro,2016-12
48,LA - Long An - SOU,South,LA,DNB,Non-Metro,2016-12
906,KOT - Kon Plong - SOU - SUB 2,South,KOT,MTTN,Non-Metro,2019-02
898,GIL - Chu Prong - SOU - SUB 2,South,GIL,MTTN,Non-Metro,2019-02
910,KOT - Sa Thay - SOU - SUB 2,South,KOT,MTTN,Non-Metro,2019-02
894,GIL - Duc Co - SOU - SUB 2,South,GIL,MTTN,Non-Metro,2019-02
902,KOT - Dak Glei - SOU - SUB 2,South,KOT,MTTN,Non-Metro,2019-02
990,KHH - Ninh Hoa - SOU - SUB 2,South,KHH,MTTN,Non-Metro,2019-05
984,BID - An Lao - SOU - SUB 2,South,BID,MTTN,Non-Metro,2019-05
987,KHH - Van Ninh - SOU - SUB 2,South,KHH,MTTN,Non-Metro,2019-05
972,CAM - Nam Can - SOU - SUB 2,South,CAM,MT,Non-Metro,2019-05
988,KIG - Phu Quoc - SOU - SUB 2,South,KIG,MT,Non-Metro,2019-05
977,KIG - Kien Hai - SOU - SUB 2,South,KIG,MT,Non-Metro,2019-05
982,BID - Hoai An - SOU - SUB 2,South,BID,MTTN,Non-Metro,2019-05
989,BIT - Phu Quy - SOU - SUB 2,South,BIT,DNB,Non-Metro,2019-05
986,PHY - Song Hinh - SOU - SUB 2,South,PHY,MTTN,Non-Metro,2019-05
975,QUB - Bo Trach - NOR - SUB 2,North,QUB,BTB,Non-Metro,2019-05
978,KIG - Tien Hai - SOU - SUB 2,South,KIG,MT,Non-Metro,2019-05
985,QNG - Ly Son - SOU - SUB 2,South,QNG,MTTN,Non-Metro,2019-05
976,KIG - Hon Nghe - SOU - SUB 2,South,KIG,MT,Non-Metro,2019-05
983,BID - Vinh Thanh - SOU - SUB 2,South,BID,MTTN,Non-Metro,2019-05
979,ANG - Tri Ton - SOU - SUB 2,South,ANG,MT,Non-Metro,2019-05
103321,BIT - Bac Binh - SOU - SUB 2,South,BIT,DNB,Non-Metro,2021-07
103322,HCM - QBT 2 - SOU - DP,HCM,HCM,HCM,Metro,2021-07
103334,SOU EXP-COVID,South,SOU,Others,Non-Metro,2021-07
1140,LCA - Si Ma Cai - NOR - SUB 2,North,LCA,NMM,Non-Metro,2020-02
1131,NGA - Con Cuong - NOR - SUB 2,North,NGA,BTB,Non-Metro,2020-02
1143,KOT - Ia Hdrai - SOU - SUB 2,South,KOT,MTTN,Non-Metro,2020-02
1132,NGA - Tuong Duong - NOR - SUB 2,North,NGA,BTB,Non-Metro,2020-02
1144,KOT - Dak To - SOU - SUB 2,South,KOT,MTTN,Non-Metro,2020-02
1130,BAK - Pac Nam - NOR - SUB 2,North,BAK,NMM,Non-Metro,2020-02
1138,HAN - Ly Nhan - NOR - SUB 2,North,HAN,DBSH,Non-Metro,2020-02
1139,HY - My Hao - NOR - SUB 2,North,HY,DBSH,Non-Metro,2020-02
1137,HP - Kien Thuy - NOR - SUB 2,North,HP,DBSH,Non-Metro,2020-02
1142,HCM - QuQo - SOU - DP,HCM,HCM,HCM,Metro,2020-02
1141,HOB - Mai Chau - NOR - SUB 2,North,HOB,NMM,Non-Metro,2020-02
511,BET - Binh Dai - SOU - SUB 2,South,BET,MT,Non-Metro,2018-06
518,HN - Main Hub Fleet - NOR,HN,HN,HN,Metro,2018-06
614,QUT - Huong Hoa - NOR - SUB 2,North,QUT,BTB,Non-Metro,2018-06
634,LCA - Bac Ha - NOR - SUB 2,North,LCA,NMM,Non-Metro,2018-06
646,LCA - Muong Khuong - NOR - SUB 2,North,LCA,NMM,Non-Metro,2018-06
499,NIB - Kim Son - NOR - SUB 2,North,NIB,DBSH,Non-Metro,2018-06
526,BAG - Luc Nam - NOR - SUB 2,North,BAG,NMM,Non-Metro,2018-06
562,QUB - Quang Trach - NOR - SUB 2,North,QUB,BTB,Non-Metro,2018-06
622,LCA - Sapa - NOR - SUB 2,North,LCA,NMM,Non-Metro,2018-06
626,LCA - Bao Yen - NOR - SUB 2,North,LCA,NMM,Non-Metro,2018-06
503,DOT - Sa Dec - SOU - SUB 2,South,DOT,MT,Non-Metro,2018-06
606,HAT - Ky Anh - NOR - SUB 2,North,HAT,BTB,Non-Metro,2018-06
654,YEB - Van Yen - NOR - SUB 2,North,YEB,NMM,Non-Metro,2018-06
658,YEB - Van Chan - NOR - SUB 2,North,YEB,NMM,Non-Metro,2018-06
638,QUT - Vinh Linh - NOR - SUB 2,North,QUT,BTB,Non-Metro,2018-06
586,DIB - Tua Chua - NOR - SUB 2,North,DIB,NMM,Non-Metro,2018-06
578,SOL - Bac Yen - NOR - SUB 2,North,SOL,NMM,Non-Metro,2018-06
582,SOL - Muong La - NOR - SUB 2,North,SOL,NMM,Non-Metro,2018-06
590,DIB - Dien Bien Dong - NOR - SUB 2,North,DIB,NMM,Non-Metro,2018-06
538,GIL - Chu Se - SOU - SUB 2,South,GIL,MTTN,Non-Metro,2018-06
566,QUB - Le Thuy - NOR - SUB 2,North,QUB,BTB,Non-Metro,2018-06
598,TUQ - Chiem Hoa - NOR - SUB 2,North,TUQ,NMM,Non-Metro,2018-06
507,KIG - Giong Rieng - SOU - SUB 2,South,KIG,MT,Non-Metro,2018-06
530,BID - Phu Cat - SOU - SUB 2,South,BID,MTTN,Non-Metro,2018-06
546,BIP - Loc Ninh - SOU - SUB 2,South,BIP,DNB,Non-Metro,2018-06
650,YEB - Nghia Lo - NOR - SUB 2,North,YEB,NMM,Non-Metro,2018-06
642,LCA - Bat Xat - NOR - SUB 2,North,LCA,NMM,Non-Metro,2018-06
534,PHY - Tuy An - SOU - SUB 2,South,PHY,MTTN,Non-Metro,2018-06
554,DN - Vinh Cuu - SOU - SUB 2,South,DN,DNB,Non-Metro,2018-06
610,HAT - Nghi Xuan - NOR - SUB 2,North,HAT,BTB,Non-Metro,2018-06
550,VT - Phu My - SOU - SUB 2,South,VT,DNB,Non-Metro,2018-06
594,TUQ - Son Duong - NOR - SUB 2,North,TUQ,NMM,Non-Metro,2018-06
558,THH - Hoang Hoa - NOR - SUB 2,North,THH,BTB,Non-Metro,2018-06
602,TUQ - Yen Son - NOR - SUB 2,North,TUQ,NMM,Non-Metro,2018-06
522,CT - Thot Not - SOU - SUB 2,South,CT,MT,Non-Metro,2018-06
570,SOL - Song Ma - NOR - SUB 2,North,SOL,NMM,Non-Metro,2018-06
574,SOL - Mai Son - NOR - SUB 2,North,SOL,NMM,Non-Metro,2018-06
618,QUT - Hai Lang - NOR - SUB 2,North,QUT,BTB,Non-Metro,2018-06
630,LCA - Van Ban - NOR - SUB 2,North,LCA,NMM,Non-Metro,2018-06
1256,ANG - Binh Hoa - SOU - SUB 2,South,ANG,MT,Non-Metro,2021-02
1257,LAD - Don Duong - SOU - SUB 2,South,LAD,MTTN,Non-Metro,2021-02
1253,THN - Thai Nguyen 2 - NOR,North,THN,NMM,Non-Metro,2021-02
1255,THN - Vo Nhai - NOR - SUB 2,North,THN,NMM,Non-Metro,2021-02
789,HN - Dong Anh - NOR - SUB 2 - DP,HN,HN,HN,Metro,2018-09
781,BD - Nam Tan Uyen - SOU - SUB 2,South,BD,DNB,Non-Metro,2018-09
773,NIT - Ninh Son - SOU - SUB 2,South,NIT,MTTN,Non-Metro,2018-09
993,PTH - Phu Ninh - NOR - SUB 2,North,PTH,NMM,Non-Metro,2019-06
994,DAN - Tuy Duc - SOU - SUB 2,South,DAN,MTTN,Non-Metro,2019-06
996,HN - Thanh Tri - NOR - SUB 2 - DP,HN,HN,HN,Metro,2019-06
997,NGA - Nam Dan - NOR - SUB 2,North,NGA,BTB,Non-Metro,2019-06
995,TAN - Ben Cau - SOU - SUB 2,South,TAN,DNB,Non-Metro,2019-06
992,HN - Thanh Oai - NOR - SUB 2 - DP,HN,HN,HN,Metro,2019-06
666,TRV - Duyen Hai - SOU - SUB 2,South,TRV,MT,Non-Metro,2018-07
687,TTH - Phu Loc - NOR - SUB 2,North,TTH,BTB,Non-Metro,2018-07
678,LAD - Lam Ha - SOU - SUB 2,South,LAD,MTTN,Non-Metro,2018-07
693,BIT - Ham Thuan Nam - SOU - SUB 2,South,BIT,DNB,Non-Metro,2018-07
729,Test,North,Tes,Others,Non-Metro,2018-07
702,VT - Xuyen Moc - SOU - SUB 2,South,VT,DNB,Non-Metro,2018-07
708,KIG - Ha Tien - SOU - SUB 2,South,KIG,MT,Non-Metro,2018-07
714,QUA - Nam Giang - SOU - SUB 2,South,QUA,MTTN,Non-Metro,2018-07
699,BIT - Duc Linh - SOU - SUB 2,South,BIT,DNB,Non-Metro,2018-07
674,QUA - Hiep Duc - SOU - SUB 2,South,QUA,MTTN,Non-Metro,2018-07
690,NGA - Hoang Mai - NOR - SUB 2,North,NGA,BTB,Non-Metro,2018-07
696,BIT - Ham Thuan Bac - SOU - SUB 2,South,BIT,DNB,Non-Metro,2018-07
711,HAG - Vi Xuyen - NOR - SUB 2,North,HAG,NMM,Non-Metro,2018-07
732,Freight - HN DP Liable,HN,Fre,Others,Metro,2018-07
670,PHY - Dong Hoa - SOU - SUB 2,South,PHY,MTTN,Non-Metro,2018-07
682,LAD - Da Teh - SOU - SUB 2,South,LAD,MTTN,Non-Metro,2018-07
738,Test,North,Tes,Others,Non-Metro,2018-07
741,QNG - Son Ha - SOU - SUB 2,South,QNG,MTTN,Non-Metro,2018-07
686,QNG - Ba To - SOU - SUB 2,South,QNG,MTTN,Non-Metro,2018-07
705,KIG - Hon Dat - SOU - SUB 2,South,KIG,MT,Non-Metro,2018-07
717,QUA - Dai Loc - SOU - SUB 2,South,QUA,MTTN,Non-Metro,2018-07
662,KIG - U Minh Thuong - SOU - SUB 2,South,KIG,MT,Non-Metro,2018-07
84,BET - Ben Tre - SOU,South,BET,MT,Non-Metro,2017-06
80,HN - LOB - NOR - DP,HN,HN,HN,Metro,2017-06
76,Police,HCM,Pol,Others,Metro,2017-06
967,HN - Dan Phuong - NOR - SUB 2 - DP,HN,HN,HN,Metro,2019-04
956,CAM - Tran Van Thoi - SOU - SUB 2,South,CAM,MT,Non-Metro,2019-04
963,HCM - Can Gio 2 - SOU - DP,HCM,HCM,HCM,Metro,2019-04
959,HCM - Fahasa - SOU - DP,HCM,HCM,HCM,Metro,2019-04
971,Test,North,Tes,Others,Non-Metro,2019-04
1126,HOB - Luong Son - NOR - SUB 2,North,HOB,NMM,Non-Metro,2019-12
1115,NGA - Anh Son - NOR - SUB 2,North,NGA,BTB,Non-Metro,2019-12
1117,Freight Inhouse - Ha Noi,HN,Fre,Others,Metro,2019-12
1116,NGA - Que Phong - NOR - SUB 2,North,NGA,BTB,Non-Metro,2019-12
1125,PTH - Cam Khe - NOR - SUB 2,North,PTH,NMM,Non-Metro,2019-12
1127,HD - Ninh Giang - NOR - SUB 2,North,HD,DBSH,Non-Metro,2019-12
58,VIL - Vinh Long - SOU,South,VIL,MT,Non-Metro,2017-04
62,THB - Thai Binh - NOR,North,THB,DBSH,Non-Metro,2017-04
1001,QUA - Nong Son - SOU - SUB 2,South,QUA,MTTN,Non-Metro,2019-08
1002,HN - Thach That - NOR - SUB 2 - DP,HN,HN,HN,Metro,2019-08
1199,LAD - Dam Rong - SOU - SUB 2,South,LAD,MTTN,Non-Metro,2020-07
1201,DAK - Krong Ana - SOU - SUB 2,South,DAK,MTTN,Non-Metro,2020-07
1196,LA - Duc Hue - SOU - SUB 2,South,LA,DNB,Non-Metro,2020-07
1194,KHH - Khanh Son - SOU - SUB 2,South,KHH,MTTN,Non-Metro,2020-07
1203,HCM - District 12 B - SOU - DP,HCM,HCM,HCM,Metro,2020-07
1197,HN - Gia Lam - NOR - SUB 2 - DP,HN,HN,HN,Metro,2020-07
1198,THN - Dai Tu - NOR - SUB 2,North,THN,NMM,Non-Metro,2020-07
1202,DAK - Krong Bong - SOU - SUB 2,South,DAK,MTTN,Non-Metro,2020-07
1195,BET - Giong Trom - SOU - SUB 2,South,BET,MT,Non-Metro,2020-07
271,CAB - Cao Bang - NOR,North,CAB,NMM,Non-Metro,2017-12
255,HD - Chi Linh - NOR - SUB 2,North,HD,DBSH,Non-Metro,2017-12
240,HCM - District 4 - SOU - DP,HCM,HCM,HCM,Metro,2017-12
269,BAK - Bac Kan - NOR,North,BAK,NMM,Non-Metro,2017-12
238,HCM - Binh Chanh 2 - SOU - DP,HCM,HCM,HCM,Metro,2017-12
245,HP - Vinh Bao - NOR - SUB 2,North,HP,DBSH,Non-Metro,2017-12
242,HCM - Binh Chanh 1 - SOU - DP,HCM,HCM,HCM,Metro,2017-12
259,HN - Bac Tu Liem - NOR - DP,HN,HN,HN,Metro,2017-12
243,BN - Luong Tai - NOR - SUB 2,North,BN,DBSH,Non-Metro,2017-12
247,YEB - Yen Bai - NOR,North,YEB,NMM,Non-Metro,2017-12
249,LCA - Lao Cai - NOR,North,LCA,NMM,Non-Metro,2017-12
251,HY - Yen My - NOR - SUB 2,North,HY,DBSH,Non-Metro,2017-12
236,HCM - Phu Nhuan - SOU - DP,HCM,HCM,HCM,Metro,2017-12
