,hub_region,hub_sector,hub_id,hub_name,sl_rate,observation_num,mean,lower,upper,range,rider_no
302,South,DNB,1184,LA - Vinh Hung - SOU - SUB 2,0.93,120,100.0,100.0,200.0,20.367686007157886,5.0
303,South,DNB,1193,DN - Cam My - SOU - SUB 2,0.93,84,200.0,200.0,200.0,18.66236913129582,5.0
304,South,DNB,1196,LA - Duc Hue - SOU - SUB 2,0.93,78,100.0,100.0,100.0,20.7072274927946,4.0
305,South,DNB,1212,BIT - Da Mi - SOU - SUB 2,0.93,61,100.0,100.0,100.0,27.88007277762576,1.0
306,South,DNB,1213,VT - Ba Ria - SOU - SUB 2,0.93,103,300.0,300.0,300.0,31.15132975530605,7.0
307,South,DNB,1219,BIP - Chon Thanh - SOU - SUB 2,0.93,87,200.0,200.0,300.0,46.92969540279847,7.0
308,South,DNB,1241,TAN - Duong Minh Chau - SOU - SUB 2,0.93,39,200.0,100.0,200.0,61.287809256383795,6.0
309,South,DNB,1262,BD - Bac Tan Uyen - SOU - SUB 2,0.93,7,100.0,0.0,100.0,101.51710381551683,3.0
310,South,MT,39,CT - CTH - SOU - DP,0.93,66,1200.0,1000.0,1300.0,308.30168587338306,19.0
311,South,MT,51,TG - Tien Giang - SOU,0.93,109,500.0,500.0,500.0,36.81850139759654,10.0
312,South,MT,58,VIL - Vinh Long - SOU,0.93,93,700.0,600.0,700.0,51.538317991085705,11.0
313,South,MT,84,BET - Ben Tre - SOU,0.93,123,500.0,500.0,600.0,35.823548320496684,9.0
314,South,MT,88,DOT - Dong Thap - SOU,0.93,110,1000.0,1000.0,1100.0,106.89026365845893,13.0
315,South,MT,92,TRV - Tra Vinh - SOU,0.93,119,600.0,600.0,700.0,48.2862926799678,10.0
316,South,MT,96,SOT - Soc Trang - SOU,0.93,106,500.0,400.0,500.0,37.30581153371952,9.0
317,South,MT,138,ANG - An Giang - SOU,0.93,50,600.0,600.0,700.0,73.22372635833176,12.0
318,South,MT,153,KIG - Kien Giang - SOU,0.93,120,700.0,700.0,700.0,54.93782319038337,11.0
319,South,MT,289,CT - O Mon - SOU - SUB 2,0.93,24,100.0,100.0,200.0,105.83686714054095,6.0
320,South,MT,291,HGI - Hau Giang - SOU,0.93,119,300.0,200.0,300.0,39.551889006047084,6.0
321,South,MT,303,BAL - Bac Lieu - SOU,0.93,71,500.0,400.0,500.0,47.35151996868442,10.0
322,South,MT,305,CAM - Ca Mau - SOU,0.93,72,500.0,500.0,500.0,44.86313640702394,9.0
323,South,MT,313,DOT - Tam Nong - SOU - SUB 2,0.93,103,800.0,800.0,800.0,67.38463062061555,14.0
324,South,MT,325,TG - Cai Lay - SOU - SUB 2,0.93,97,300.0,200.0,300.0,47.73324457540434,7.0
325,South,MT,349,ANG - Chau Doc - SOU - SUB 2,0.93,128,700.0,700.0,700.0,90.91286399395261,13.0
326,South,MT,351,BAL - Gia Rai - SOU - SUB 2,0.93,129,500.0,500.0,600.0,81.1744639928163,17.0
327,South,MT,353,BAL - Hong Dan - SOU - SUB 2,0.93,114,300.0,200.0,300.0,34.23492214088879,8.0
328,South,MT,367,CAM - Thoi Binh - SOU - SUB 2,0.93,12,100.0,0.0,100.0,60.89178781681497,3.0
329,South,MT,369,CAM - Cai Nuoc - SOU - SUB 2,0.93,77,200.0,200.0,200.0,21.715297550450032,6.0
330,South,MT,373,BET - Mo Cay Nam - SOU - SUB 2,0.93,120,300.0,300.0,300.0,24.81686825789575,5.0
331,South,MT,389,HGI - Long My - SOU - SUB 2,0.93,121,100.0,100.0,100.0,13.876918958685906,3.0
332,South,MT,391,HGI - Phung Hiep - SOU - SUB 2,0.93,94,500.0,500.0,500.0,49.146349020898946,14.0
333,South,MT,393,VIL - Tra On - SOU - SUB 2,0.93,81,200.0,200.0,200.0,21.735760698206946,7.0
334,South,MT,395,TRV - Tieu Can - SOU - SUB 2,0.93,118,400.0,300.0,400.0,31.27127139709944,8.0
335,South,MT,447,TG - Go Cong - SOU - SUB 2,0.93,118,300.0,300.0,300.0,26.64715257931823,6.0
336,South,MT,503,DOT - Sa Dec - SOU - SUB 2,0.93,113,600.0,600.0,700.0,47.46639071077993,11.0
337,South,MT,507,KIG - Giong Rieng - SOU - SUB 2,0.93,82,400.0,400.0,400.0,75.82881592892676,9.0
338,South,MT,511,BET - Binh Dai - SOU - SUB 2,0.93,118,300.0,300.0,300.0,23.072212809694406,5.0
339,South,MT,522,CT - Thot Not - SOU - SUB 2,0.93,118,300.0,300.0,300.0,30.068785757595947,6.0
340,South,MT,662,KIG - U Minh Thuong - SOU - SUB 2,0.93,115,400.0,300.0,400.0,79.12098812054793,10.0
341,South,MT,666,TRV - Duyen Hai - SOU - SUB 2,0.93,139,300.0,300.0,300.0,40.708178736727405,8.0
342,South,MT,705,KIG - Hon Dat - SOU - SUB 2,0.93,109,200.0,200.0,200.0,17.167995124787467,5.0
343,South,MT,708,KIG - Ha Tien - SOU - SUB 2,0.93,65,100.0,100.0,200.0,18.885864684437415,4.0
344,South,MT,747,TG - Tan Phuoc - SOU - SUB 2,0.93,89,300.0,300.0,400.0,33.16121531281688,9.0
345,South,MT,750,ANG - Phu Tan - SOU - SUB 2,0.93,106,700.0,700.0,800.0,53.746159034462835,13.0
346,South,MT,753,SOT - Tran De - SOU - SUB 2,0.93,119,400.0,400.0,500.0,66.51012201706459,10.0
347,South,MT,771,CAM - Dam Doi - SOU - SUB 2,0.93,20,0.0,0.0,0.0,1.1192009891422567,1.0
348,South,MT,875,KIG - Kien Luong - SOU - SUB 2,0.93,106,200.0,200.0,200.0,16.415643287445107,4.0
349,South,MT,940,SOT - Thanh Tri - SOU - SUB 2,0.93,131,300.0,300.0,300.0,42.03352157462032,7.0
350,South,MT,956,CAM - Tran Van Thoi - SOU - SUB 2,0.93,69,200.0,100.0,200.0,38.607668828274655,5.0
351,South,MT,972,CAM - Nam Can - SOU - SUB 2,0.93,17,100.0,0.0,100.0,52.01318567797204,4.0
352,South,MT,977,KIG - Kien Hai - SOU - SUB 2,0.93,27,0.0,0.0,0.0,7.836420980114926,1.0
353,South,MT,979,ANG - Tri Ton - SOU - SUB 2,0.93,53,200.0,100.0,200.0,48.353525656225216,4.0
354,South,MT,988,KIG - Phu Quoc - SOU - SUB 2,0.93,79,600.0,600.0,700.0,63.19449601974566,11.0
355,South,MT,1003,BET - Cho Lach - SOU - SUB 2,0.93,86,300.0,200.0,300.0,23.704520089274013,5.0
356,South,MT,1074,CT - Phong Dien - SOU - SUB 2,0.93,65,0.0,0.0,100.0,15.99438768841364,3.0
357,South,MT,1152,VIL - Binh Minh - SOU - SUB 2,0.93,84,200.0,200.0,200.0,32.11032810385533,4.0
358,South,MT,1172,KIG - An Thoi - SOU - SUB 2,0.93,45,200.0,200.0,200.0,41.659905305881956,4.0
359,South,MT,1175,TG - Cai Be - SOU - SUB 2,0.93,105,300.0,300.0,300.0,51.55076704332441,8.0
360,South,MT,1195,BET - Giong Trom - SOU - SUB 2,0.93,105,300.0,200.0,300.0,23.09096921900789,5.0
361,South,MT,1218,SOT - Ke Sach - SOU - SUB 2,0.93,107,300.0,300.0,400.0,49.50825489320571,8.0
362,South,MT,1228,CAM - U Minh - SOU - SUB 2,0.93,6,100.0,0.0,100.0,66.45791240051216,5.0
363,South,MT,1237,TG - Cho Gao - SOU - SUB 2,0.93,98,300.0,200.0,300.0,24.16175179303491,8.0
364,South,MT,1256,ANG - Binh Hoa - SOU - SUB 2,0.93,43,100.0,100.0,100.0,15.800085377118824,6.0
365,South,MT,1266,VIL - Mang Thit - SOU - SUB 2,0.93,3,100.0,100.0,100.0,31.868149418654177,2.0
366,South,MT,1267,VIL - Tam Binh - SOU - SUB 2,0.93,21,100.0,100.0,100.0,17.99688237489441,3.0
367,South,MT,1269,ANG - Tan Chau - SOU - SUB 2,0.93,30,100.0,100.0,200.0,69.78436917948562,4.0
368,South,MT,1270,ANG - An Phu - SOU - SUB 2,0.93,20,200.0,200.0,200.0,39.93124562882474,4.0
369,South,MT,1271,KIG - An Bien - SOU - SUB 2,0.93,16,0.0,0.0,100.0,80.02687674386048,3.0
370,South,MT,1272,KIG - Tan Hiep - SOU - SUB 2,0.93,20,100.0,100.0,200.0,72.53176550049169,4.0
371,South,MT,1274,CT - Cai Rang - SOU - SUB 2,0.93,41,100.0,100.0,100.0,73.08566355265408,3.0
372,South,MTTN,32,DNG - DAD - SOU - DP,0.93,148,500.0,400.0,500.0,66.07124009126619,7.0
373,South,MTTN,213,QUA - Tam Ky - SOU,0.93,35,100.0,100.0,200.0,60.00217225032305,5.0
374,South,MTTN,224,QNG - Quang Ngai - SOU,0.93,105,500.0,400.0,500.0,82.52014402925444,14.0
375,South,MTTN,226,KOT - Kon Tum - SOU,0.93,94,300.0,200.0,300.0,64.75182310156475,8.0
376,South,MTTN,228,QUA - Hoi An - SOU,0.93,74,200.0,200.0,200.0,44.5103915880631,5.0
377,South,MTTN,234,GIL - Gia Lai - SOU,0.93,98,600.0,600.0,700.0,103.33494769154959,9.0
378,South,MTTN,309,DAK - Dak Lak - SOU,0.93,135,1200.0,1200.0,1200.0,74.05268644340413,14.0
379,South,MTTN,311,LAD - Lam Dong - SOU,0.93,105,1000.0,900.0,1000.0,57.27938206681824,16.0
380,South,MTTN,317,DAN - Dak Nong - SOU,0.93,48,300.0,200.0,300.0,50.14145811664026,7.0
381,South,MTTN,319,BID - Quy Nhon - SOU,0.93,71,700.0,700.0,800.0,103.27061725558224,12.0
382,South,MTTN,321,PHY - Tuy Hoa - SOU,0.93,120,300.0,300.0,400.0,76.66262766631921,6.0
383,South,MTTN,323,KHH - NTR - SOU - DP,0.93,118,700.0,600.0,700.0,114.99884400377144,11.0
384,South,MTTN,327,NIT - Phan Rang - SOU,0.93,110,400.0,400.0,500.0,97.61891625696404,9.0
385,South,MTTN,375,DAK - Lak - SOU - SUB 2,0.93,106,100.0,100.0,200.0,24.182225337912822,3.0
386,South,MTTN,377,DAK - Buon Ho - SOU - SUB 2,0.93,56,200.0,200.0,200.0,53.260868239415174,6.0
387,South,MTTN,379,QNG - Mo Duc - SOU - SUB 2,0.93,53,100.0,100.0,100.0,32.88145554062192,5.0
388,South,MTTN,381,QNG - Binh Son - SOU - SUB 2,0.93,71,200.0,100.0,200.0,30.21002193311518,7.0
389,South,MTTN,383,KOT - Ngoc Hoi - SOU - SUB 2,0.93,64,100.0,100.0,100.0,11.819875183246173,2.0
390,South,MTTN,385,LAD - Bao Loc - SOU - SUB 2,0.93,27,400.0,400.0,500.0,59.7411080186389,7.0
391,South,MTTN,387,NIT - Ninh Phuoc - SOU - SUB 2,0.93,46,100.0,100.0,100.0,48.387226587432195,4.0
392,South,MTTN,409,KHH - Cam Ranh - SOU - SUB 2,0.93,65,200.0,200.0,300.0,62.55832959374004,5.0
393,South,MTTN,411,QUA - Nui Thanh - SOU - SUB 2,0.93,14,0.0,0.0,0.0,28.339191067478964,2.0
394,South,MTTN,427,QUA - Que Son - SOU - SUB 2,0.93,47,200.0,100.0,200.0,46.96905267499277,4.0
395,South,MTTN,429,DAN - Dak Mil - SOU - SUB 2,0.93,65,100.0,100.0,200.0,44.16496771432888,4.0
396,South,MTTN,431,QUA - Bac Tra My - SOU - SUB 2,0.93,4,0.0,0.0,0.0,4.851583008577157,1.0
397,South,MTTN,433,GIL - An Khe - SOU - SUB 2,0.93,100,200.0,200.0,200.0,46.41492719193843,4.0
398,South,MTTN,437,DAK - Ea Kar - SOU - SUB 2,0.93,90,200.0,200.0,300.0,42.40627061971666,11.0
399,South,MTTN,439,DAK - Buon Don - SOU - SUB 2,0.93,11,0.0,0.0,0.0,6.374672854040589,1.0
400,South,MTTN,441,LAD - Duc Trong - SOU - SUB 2,0.93,82,400.0,300.0,400.0,37.38357897082847,5.0
401,South,MTTN,530,BID - Phu Cat - SOU - SUB 2,0.93,66,300.0,300.0,400.0,70.76443783971476,7.0
402,South,MTTN,534,PHY - Tuy An - SOU - SUB 2,0.93,118,200.0,100.0,200.0,25.53007128567222,4.0
403,South,MTTN,538,GIL - Chu Se - SOU - SUB 2,0.93,69,100.0,100.0,100.0,33.22606423528872,3.0
404,South,MTTN,670,PHY - Dong Hoa - SOU - SUB 2,0.93,116,200.0,200.0,200.0,32.42266239029826,4.0
405,South,MTTN,674,QUA - Hiep Duc - SOU - SUB 2,0.93,37,0.0,0.0,0.0,11.46060868280874,1.0
406,South,MTTN,678,LAD - Lam Ha - SOU - SUB 2,0.93,26,100.0,100.0,200.0,59.691745194495724,4.0
407,South,MTTN,682,LAD - Da Teh - SOU - SUB 2,0.93,81,200.0,200.0,200.0,20.254480219446133,5.0
408,South,MTTN,686,QNG - Ba To - SOU - SUB 2,0.93,20,0.0,0.0,100.0,10.280632337654353,2.0
409,South,MTTN,714,QUA - Nam Giang - SOU - SUB 2,0.93,52,0.0,0.0,0.0,6.193243342810376,2.0
410,South,MTTN,717,QUA - Dai Loc - SOU - SUB 2,0.93,57,100.0,100.0,100.0,21.089041827941408,4.0
411,South,MTTN,744,DAN - Dak Glong - SOU - SUB 2,0.93,3,0.0,-0.0,0.0,7.018771822391528,1.0
412,South,MTTN,773,NIT - Ninh Son - SOU - SUB 2,0.93,69,100.0,100.0,100.0,25.915669732677696,3.0
413,South,MTTN,887,DNG - Hoa Vang - SOU - SUB 2,0.93,85,200.0,200.0,300.0,56.79658329726519,6.0
414,South,MTTN,891,DAK - Ea Hleo - SOU - SUB 2,0.93,115,100.0,100.0,100.0,14.934388011217203,2.0
415,South,MTTN,894,GIL - Duc Co - SOU - SUB 2,0.93,93,100.0,100.0,100.0,12.654235443217868,2.0
416,South,MTTN,898,GIL - Chu Prong - SOU - SUB 2,0.93,101,100.0,100.0,100.0,17.18998519331251,3.0
417,South,MTTN,902,KOT - Dak Glei - SOU - SUB 2,0.93,40,0.0,0.0,0.0,13.785589259242887,2.0
418,South,MTTN,906,KOT - Kon Plong - SOU - SUB 2,0.93,47,0.0,0.0,100.0,17.850354491306586,3.0
419,South,MTTN,910,KOT - Sa Thay - SOU - SUB 2,0.93,33,0.0,0.0,0.0,18.299329452385177,2.0
420,South,MTTN,912,GIL - Ayun Pa - SOU - SUB 2,0.93,107,200.0,200.0,200.0,28.12453632004531,4.0
421,South,MTTN,916,DAK - Ea Sup - SOU - SUB 2,0.93,21,0.0,0.0,0.0,15.031168495180934,2.0
422,South,MTTN,928,DAN - Krong No - SOU - SUB 2,0.93,64,100.0,100.0,100.0,28.412423808847052,6.0
423,South,MTTN,932,LAD - Di Linh - SOU - SUB 2,0.93,120,200.0,200.0,200.0,13.612645624136803,3.0
424,South,MTTN,948,GIL - Ia Grai - SOU - SUB 2,0.93,44,100.0,100.0,100.0,33.399707304194635,2.0
425,South,MTTN,952,GIL - Dak Doa - SOU - SUB 2,0.93,86,100.0,100.0,200.0,31.796295959406486,4.0
426,South,MTTN,982,BID - Hoai An - SOU - SUB 2,0.93,130,200.0,200.0,200.0,37.03152708370692,6.0
427,South,MTTN,983,BID - Vinh Thanh - SOU - SUB 2,0.93,107,100.0,100.0,100.0,27.210550022814765,3.0
428,South,MTTN,984,BID - An Lao - SOU - SUB 2,0.93,47,0.0,0.0,0.0,6.467549034562593,1.0
429,South,MTTN,985,QNG - Ly Son - SOU - SUB 2,0.93,34,0.0,0.0,0.0,16.39309092791497,1.0
430,South,MTTN,986,PHY - Song Hinh - SOU - SUB 2,0.93,121,100.0,100.0,100.0,18.95314639772214,3.0
431,South,MTTN,987,KHH - Van Ninh - SOU - SUB 2,0.93,93,200.0,100.0,200.0,30.91913066645859,4.0
432,South,MTTN,990,KHH - Ninh Hoa - SOU - SUB 2,0.93,96,200.0,200.0,300.0,57.52442493454901,6.0
433,South,MTTN,994,DAN - Tuy Duc - SOU - SUB 2,0.93,9,0.0,0.0,0.0,13.68044313524055,3.0
434,South,MTTN,999,DAK - MDrak - SOU - SUB 2,0.93,50,0.0,0.0,0.0,9.935071054784602,4.0
435,South,MTTN,1001,QUA - Nong Son - SOU - SUB 2,0.93,19,0.0,0.0,0.0,18.1441649042367,1.0
436,South,MTTN,1004,DNG - Lien Chieu - SOU - DP,0.93,86,1100.0,1000.0,1200.0,166.5792925807864,14.0
437,South,MTTN,1078,QUA - Phuoc Son - SOU - SUB 2,0.93,23,0.0,0.0,0.0,18.148998870247194,1.0
438,South,MTTN,1143,KOT - Ia Hdrai - SOU - SUB 2,0.93,15,0.0,0.0,100.0,29.982799417186158,2.0
439,South,MTTN,1144,KOT - Dak To - SOU - SUB 2,0.93,50,100.0,100.0,100.0,21.22034414622909,5.0
440,South,MTTN,1146,BID - Van Canh - SOU - SUB 2,0.93,105,0.0,0.0,0.0,8.003260858400266,2.0
441,South,MTTN,1147,KHH - Khanh Vinh - SOU - SUB 2,0.93,22,0.0,0.0,100.0,31.496930690335194,1.0
442,South,MTTN,1149,QUA - Dong Giang - SOU - SUB 2,0.93,15,0.0,0.0,100.0,40.86972123491218,3.0
443,South,MTTN,1154,KHH - Cam Lam - SOU - SUB 2,0.93,82,200.0,100.0,200.0,41.63941801567849,3.0
444,South,MTTN,1155,PHY - Song Cau - SOU - SUB 2,0.93,114,100.0,100.0,200.0,25.15461142417189,4.0
445,South,MTTN,1171,KHH - Binh Ba - SOU - SUB 2,0.93,71,0.0,0.0,0.0,3.148429531255521,1.0
446,South,MTTN,1185,QUA - Duy Xuyen - SOU - SUB 2,0.93,37,200.0,100.0,200.0,78.10688819657594,5.0
447,South,MTTN,1194,KHH - Khanh Son - SOU - SUB 2,0.93,82,0.0,0.0,0.0,7.305369729194724,1.0
448,South,MTTN,1199,LAD - Dam Rong - SOU - SUB 2,0.93,3,0.0,0.0,0.0,7.018771822391528,4.0
449,South,MTTN,1201,DAK - Krong Ana - SOU - SUB 2,0.93,82,100.0,100.0,100.0,25.13568608974015,5.0
450,South,MTTN,1238,DNG - NHS - SOU - DP,0.93,135,500.0,400.0,500.0,56.77183718195067,6.0
451,South,MTTN,1249,KHH - Nam Nha Trang - SOU - DP,0.93,115,400.0,400.0,500.0,110.62995015327175,10.0
452,South,MTTN,1250,KHH - Dien Khanh - SOU - SUB 2,0.93,72,200.0,100.0,200.0,50.03846439181081,6.0
453,South,MTTN,1257,LAD - Don Duong - SOU - SUB 2,0.93,42,200.0,100.0,200.0,65.45157581505966,7.0
454,South,MTTN,1259,LAD - Bao Lam - SOU - SUB 2,0.93,8,0.0,-0.0,0.0,0.6201464191240911,1.0
455,South,MTTN,1261,BID - An Nhon - SOU - SUB 2,0.93,22,200.0,100.0,300.0,131.2639361436991,7.0
